apt_id,rank_id
908363,"908364,728041,43098,841289,792853,792811,792809,792810,30302,754277,896094,895091,73662,34833,795324,899351,34827,34825,34826,34820,899332,30303,791229,847727,864030,873869,884014,41795,887351,821722,887405,773092,58087,792851,582563,855683,749743,824030,841098,805041,866803,909349,857472,908332,870861,907147,906529,909547,773375,806242,889265,821308,752235,875835,512158,737072,887479,749137,841369,629881,756720,755195,696816,876216,66432,701032,268204,859341,832418,844080,833248,858527,416378,562614,836041,52727,697916,30301,757712,30300,534081,30299,743932,908865,375581,840633,901921,873633,877093,835141,851487,843274,829196,857043,792816,831715,793447,414123,892656,458396,855703,805492,522421,623128,802600,824037,651541,810039,706654,846623,30334,523799,797436,475554,792815,889352,806159,885661,765792,895092,871168,69878,815204,611705,708233,884031,900139,876237,857443,809430,658390,574961,903521,837457,845359,900151,894458,820217,901407,869875,799007,574987,574985,882272,785330,369895,369894,858529,575000,574988,892722,843125,901844,878538,863109,73266,30923,861741,761844,787378,895093,833986,595358,68786,68785,808936,838883,800108,840721,887463,846856,71577,773302,24058,838786,877344,779615,799367,862966,847411,838741,694367,70267,676759,792798,884527,908244,843360,779137,826210,831493,799953,578384,873608,818037,651542,715050,753114,838468,883283,73618,909455,49327,757605,479459,888808,863914,765017,904752,71720,829491,865501,865502,252693,842976,544270,800665,887424,817995,899354,756316,813865,715047,808253,858528,559440,896237,764622,841981,859212,70786,846822,889421,829962,52468,898068,790211,771934,70266,596782,71999,901653,744206,800535,834234,800673,819499,771924,714220,838474,802773,765525,833277,841097,800661,829877,818826,804963,860125,818275,825164,851475,732381,43645,712629,605344,38204,845689,792927,838467,462728,820121,841932,808995,869732,661899,794804,73289,776905,759853,39488,39487,547999,825344,577455,774001,57979,795210,889242,894844,56704,56705,828726,840989,627941,711559,880203,766601,838638,855712,763546,860921,774857,395109,396452,860149,860150,800682,830762,751981,774376,506865,506864,822281,810000,873516,879576,897294,835261,884522,72215,72216,886259,793333,863058,47487,730844,890188,793863,871873,857442,859131,770590,252706,823135,462657,802364,788955,903165,678874,847360,744093,751179,745474,755545,809434,859077,792941,866899,834217,828762,794244,793816,579187,747125,793352,817983,559451,869944,895300,676664,451358,818148,57624,840324,817968,61810,876266,821477,822550,808494,836961,827140,745155,751101,892727,62334,745164,743413,838736,742664,803896,864019,817705,653269,67884,758731,568593,860116,873526,847747,552576,822505,48672,574986,60380,837441,68254,458622,810680,871033,902179,752238,63414,780510,859232,400355,691969,526750,798356,855701,691573,55816,887423,44047,403290,64483,64484,587837,587838,785517,653746,766617,897320,847753,888550,614994,674064,737421,892404,715401,869861,804355,898070,806285,811516,755390,609860,492122,800683,812800,403068,815757,652411,855699,561788,866893,39812,66124,66123"
818826,"68785,68786,799953,904752,792798,895093,899354,30334,884031,903521,578384,792815,651541,30299,824037,792816,30301,764622,892656,30300,831715,851487,696816,701032,869732,744206,268204,52468,39487,39488,369895,369894,800665,887424,900151,737072,49327,908244,73618,840721,71720,658390,889265,889352,651542,888808,800108,889421,24058,887463,794244,907147,30923,582563,877344,596782,863109,73289,884527,595358,512158,873608,534081,843274,458396,813865,901407,869875,623128,908865,577455,72215,72216,544270,559440,708233,252693,800682,611705,792927,873633,70266,71577,908332,755195,808494,66432,69878,43098,559451,792941,728041,908363,908364,749743,841289,396452,395109,909455,815204,887479,711559,547999,792853,828726,792811,792809,857043,792810,52727,562614,57624,855683,752235,895091,894458,805041,887351,896094,828762,795324,899332,73662,899351,56704,56705,561788,41795,743413,884014,847727,887405,30302,773092,754277,888550,34833,855703,416378,873869,462657,47487,879576,34826,34825,34820,34827,30303,791229,792851,871873,252706,866803,897294,890188,824030,749137,857472,864030,847360,730844,770590,755545,744093,809434,745474,751179,892404,614994,873516,884522,823135,629881,793816,793863,903165,859077,909547,886259,866899,870861,579187,857442,906529,793333,802364,860150,860149,861741,766601,808995,776905,773375,855701,58087,838638,859131,875835,841098,889242,909349,774001,841369,825344,851475,821722,815757,829877,897320,833277,804963,876216,788955,896237,57979,806242,822550,743932,751101,859212,841932,864019,836961,697916,774376,803896,821308,829491,860116,838736,876266,67884,756720,837441,810680,785330,840324,859341,61810,810000,840633,847411,902179,787378,827140,871168,892727,39812,809430,822281,837457,876237,822505,802600,742664,895300,833248,836041,900139,844080,574961,832418,793352,62334,857443,414123,846856,901921,68254,375581,757712,574987,574985,817968,462728,522421,829196,810039,858527,835141,653746,755390,73266,895092,706654,766617,845689,523799,805492,475554,846623,765792,847753,797436,877093,820217,793447,806159,817983,752238,845359,885661,758731,70786,479459,575000,833986,901844,843125,892722,799007,574988,866893,838883,878538,808936,838786,838741,858529,843360,44047,761844,765017,38204,773302,779615,694367,779137,882272,838468,753114,715050,826210,785517,862966,818037,676759,757605,841981,831493,883283,863914,756316,842976,799367,869861,855699,846822,865501,865502,808253,841097,70267,898068,802773,765525,714220,838474,898070,847747,858528,829962,71999,800661,860125,732381,771934,43645,820121,818275,817995,838467,817705,715047,800535,800673,819499,834234,771924,661899,712629,605344,825164,790211,894844,774857,871033,795210,901653,759853,830762,840989,763546,880203,794804,835261,627941,678874,863058,855712,751981,834217,860921,506864,506865,676664,747125,818148,574986,869944,451358,821477,745155,745164,458622,568593,873526,552576,653269,48672,60380,526750,691969,780510,400355,859232,63414,798356,691573,64483,64484,55816,887423,403290,587837,587838,674064,737421,715401,806285,811516,804355,609860,800683,812800,403068,492122,652411,66123,66124"
861741,"857043,755195,52727,887479,512158,843274,815204,821722,534081,749137,34827,34825,34826,728041,841098,841289,889265,34833,30303,34820,894458,30302,864030,43098,708233,821308,623128,268204,855703,791229,73662,899332,855683,701032,795324,909547,773092,877344,840633,896094,908244,900151,831715,696816,873869,909349,813865,658390,863109,887405,792809,792811,866803,559440,792853,41795,792810,756720,58087,30301,30299,30300,889352,30923,833986,847727,802600,870861,24058,595358,908363,908364,749743,895091,805041,841369,851487,30334,884014,651541,806242,252693,754277,887463,651542,857472,906529,71577,840721,884031,899351,876237,908865,887351,859341,582563,792798,544270,846856,799953,369894,369895,908332,71720,876216,577455,792851,888808,559451,800108,792816,824030,773375,837457,52468,824037,884527,70266,73266,56704,56705,752235,792815,744206,889421,859212,808995,875835,903521,73289,73618,825344,629881,892656,776905,829877,904752,833277,869732,49327,578384,887424,817983,764622,841932,800665,774001,39488,39487,804963,810000,871168,851475,809430,901921,895093,743932,774376,810039,68786,68785,844080,836041,416378,806159,69878,522421,697916,785330,817968,523799,873516,833248,611705,72215,72216,829196,818826,70267,414123,885661,838638,838736,458396,858527,797436,562614,896237,706654,475554,895092,871873,903165,805492,38204,822281,818037,886259,479459,879576,793816,907147,840324,823135,832418,793863,846623,66432,770590,252706,860116,843360,787378,826210,751101,828726,899354,737072,876266,909455,817995,757712,835141,857443,793447,897294,766617,838468,753114,715050,877093,878538,900139,884522,822550,802364,857442,792927,574961,61810,836961,765792,730844,375581,889242,898068,869944,788955,838883,873633,574985,574987,744093,751179,755545,799007,897320,855701,451358,882272,892722,901844,843125,841097,761844,793333,743413,745474,809434,745164,818275,838741,855712,901653,765525,43645,845359,751981,802773,838474,714220,506864,506865,694367,838786,596782,71999,895300,808936,794804,858529,794244,828762,808253,773302,779615,820121,547999,890188,552576,902179,845689,396452,395109,47487,766601,57979,869875,866899,821477,803896,847360,859077,765017,860150,860149,757605,873526,57624,575000,779137,862966,67884,840989,901407,48672,758731,831493,883283,574988,676759,864019,810680,800661,800682,838467,859131,863914,847753,579187,799367,837441,865501,865502,756316,795210,800535,834234,800673,860921,841981,771924,819499,873608,871033,818148,846822,561788,458622,829962,568593,715047,614994,771934,858528,462657,774857,462728,894844,745155,829491,60380,820217,842976,825164,830762,605344,712629,747125,759853,763546,792941,678874,711559,860125,855699,732381,661899,70786,653269,847411,63414,892404,790211,400355,798356,627941,653746,835261,863058,834217,892727,780510,742664,827140,880203,676664,403290,68254,793352,869861,898070,55816,62334,752238,887423,44047,785517,817705,847747,574986,822505,755390,866893,888550,691969,674064,691573,526750,808494,859232,737421,587837,587838,806285,715401,800683,804355,652411,609860,812800,815757,403068,492122,39812,811516,64483,64484,66123,66124"
820121,"831493,838883,838741,892722,765017,818275,858529,694367,808936,800661,714220,802773,43645,843125,838474,779137,779615,841981,838467,883283,795210,765525,800535,800673,834234,715047,799007,771924,819499,757605,901844,765792,574961,838786,773302,841097,865501,865502,751981,863914,756316,835141,846822,759853,574985,793447,858528,761844,832418,900139,712629,605344,818037,898068,575000,808253,763546,842976,574988,574987,829962,862966,790211,771934,375581,676759,877093,627941,894844,825164,860921,895092,753114,901653,757712,838468,794804,882272,715050,799367,71999,830762,843360,880203,797436,817995,857443,805492,70267,846623,774857,857472,885661,860125,806159,844080,878538,523799,876216,863058,835261,829196,833248,818148,845359,522421,676664,858527,866803,834217,809430,773375,574986,887405,899332,871168,875835,884014,847727,73662,802600,851475,901921,773092,743932,795324,41795,792851,870861,824030,896094,73266,876237,846856,479459,58087,732381,691573,706654,697916,837457,859341,43098,820217,899351,841098,414123,841289,475554,836041,728041,895091,526750,756720,906529,909349,55816,833986,817983,787378,896237,34820,752235,792810,30303,825344,792809,806242,864030,908364,908363,791229,792811,792853,30302,34833,826210,715401,840633,821308,909547,908332,629881,859212,34825,34827,34826,785330,887351,873869,855683,840989,754277,841932,774376,845689,841369,691969,812800,821722,805041,609860,416378,833277,869875,57979,562614,817968,737072,907147,582563,901407,678874,38204,70786,512158,804355,829877,611705,887479,403068,871033,804963,855712,492122,774001,808995,749137,873633,823135,66432,873526,808494,815757,873608,48672,821477,829491,810039,749743,60380,798356,889265,909455,776905,400355,800682,859232,63414,69878,711559,888550,892404,458396,39812,506865,506864,828762,792941,752238,780510,861741,887423,653269,828726,403290,755195,708233,596782,815204,674064,623128,52727,745164,843274,831715,857043,552576,855703,822281,68785,68786,818826,800108,903521,462657,895093,824037,810000,792815,792816,871873,889242,892656,578384,894458,899354,451358,534081,793863,869944,458622,847411,904752,653746,889352,56704,56705,369895,369894,30334,764622,547999,30301,30299,884031,851487,651541,30300,73618,696816,70266,568593,887424,701032,800665,268204,840721,577455,744206,49327,884527,770590,792927,863109,908865,866893,855701,879576,792798,799953,887463,900151,395109,396452,595358,873516,651542,908244,561788,71577,813865,579187,838638,544270,24058,73289,30923,252693,559440,559451,614994,71720,877344,744093,793333,869732,52468,745155,39487,39488,755545,886259,751179,658390,57624,742664,788955,661899,252706,800683,859131,888808,745474,889421,847753,857442,895300,902179,794244,743413,809434,864019,747125,72216,72215,884522,836961,751101,897294,837441,838736,847360,860149,860150,866899,766617,793816,827140,766601,890188,876266,892727,793352,903165,47487,869861,860116,840324,758731,730844,822550,61810,898070,810680,859077,803896,817705,802364,847747,822505,897320,62334,785517,855699,811516,68254,755390,462728,67884,806285,652411,64484,64483,737421,66124,66123,587838,587837,44047"
792809,"792810,792811,792853,895091,841289,896094,795324,728041,908363,908364,899332,43098,899351,73662,864030,847727,792851,30303,41795,887405,884014,824030,841098,773092,791229,34825,34826,34827,34820,30302,34833,857472,873869,909349,887351,754277,773375,821722,875835,870861,58087,906529,841369,821308,866803,908332,752235,805041,909547,806242,855683,749743,756720,629881,859341,907147,582563,876216,749137,887479,743932,512158,697916,802600,889265,522421,523799,840633,901921,829196,66432,414123,876237,810039,837457,885661,755195,797436,475554,806159,562614,846623,895092,706654,765792,737072,701032,844080,268204,832418,799007,833248,836041,858527,873633,835141,757712,861741,805492,833986,375581,808936,696816,761844,773302,877093,857043,838741,862966,793447,878538,882272,73266,779615,787378,892722,901844,843125,779137,694367,765017,846856,52727,676759,908865,838883,30300,534081,30301,809430,883283,871168,851487,30299,416378,799367,838786,70267,855703,623128,458396,842976,757605,843274,892656,708233,831715,841981,808253,820217,792816,894458,900139,845359,818037,843360,756316,715047,831493,838468,753114,715050,857443,651541,824037,800108,858528,889352,574961,30334,887463,785330,479459,792815,790211,840721,846822,575000,574988,858529,574987,574985,829962,863914,771934,815204,865502,865501,817995,771924,800535,800673,834234,819499,611705,658390,69878,884031,847411,825164,712629,605344,800661,898068,903521,860125,900151,71999,595358,794804,869875,841097,714220,802773,838474,765525,901407,38204,901653,759853,71577,369895,369894,863109,818275,43645,845689,30923,826210,732381,840989,820121,829491,838467,24058,661899,70266,884527,68785,68786,877344,627941,841932,895093,859212,860921,880203,795210,896237,70786,908244,855712,56704,56705,833277,578384,651542,894844,774857,252693,804963,73618,888808,71720,792798,763546,506865,506864,49327,909455,544270,830762,577455,799953,813865,751981,829877,835261,904752,887424,851475,863058,800665,899354,889421,834217,873608,462728,559440,747125,52468,808995,764622,776905,57979,678874,744206,828726,825344,766601,774001,869944,860150,860149,889242,817983,838638,451358,818148,869732,821477,676664,810000,873516,745155,745164,596782,774376,817968,73289,39487,39488,859131,822281,788955,879576,47487,818826,890188,871873,822550,792927,897294,547999,809434,745474,751179,744093,755545,770590,252706,823135,886259,568593,730844,653269,866899,857442,884522,793863,552576,793333,859077,847360,903165,60380,873526,828762,864019,48672,574986,579187,793816,802364,847747,817705,559451,458622,837441,840324,711559,72216,72215,63414,902179,793352,895300,876266,400355,780510,395109,396452,61810,691969,798356,800682,526750,691573,403290,55816,887423,751101,64483,64484,836961,803896,794244,462657,859232,587837,587838,838736,67884,758731,860116,847753,766617,810680,792941,827140,892727,743413,62334,742664,871033,822505,57624,68254,674064,653746,737421,752238,808494,715401,44047,897320,785517,806285,811516,804355,609860,403068,492122,812800,800683,888550,755390,652411,855701,614994,869861,855699,892404,898070,815757,561788,866893,39812,66124,66123"
614994,"855701,396452,395109,547999,889421,869732,888808,595358,596782,863109,799953,792798,57624,52468,792927,623128,792941,39487,39488,708233,462657,904752,71720,887424,873633,794244,73618,49327,908244,892404,884031,30334,24058,651542,69878,66432,884527,30923,651541,578384,30300,851487,877344,30299,805041,30301,73289,562614,866893,696816,582563,611705,887463,831715,701032,840721,534081,818826,72216,72215,268204,873608,70266,658390,68785,68786,34825,34827,34826,744206,895093,711559,791229,828726,544270,900151,869875,901407,843274,864030,800665,34820,737072,855683,899354,889265,908332,458396,903521,907147,828762,892656,755195,749743,792815,800682,824037,792816,764622,577455,815757,909455,561788,815204,808494,653746,43098,30302,841289,39812,728041,813865,908865,800108,369895,369894,888550,909547,41795,34833,73662,512158,749137,894458,252693,30303,52727,857043,559451,559440,899332,752235,44047,841369,889352,71577,629881,897320,462728,866803,895300,896094,873869,887405,795324,754277,898070,908363,908364,73266,416378,841098,58087,836961,887351,792809,899351,773092,792853,909349,792810,887479,792811,857472,861741,847727,806242,38204,895091,884014,61810,756720,870861,810000,892727,838736,827140,906529,821308,745155,57979,773375,840633,792851,62334,743413,68254,821722,876237,859341,742664,824030,747125,755390,876216,809434,745474,875835,802600,855703,793333,751179,744093,755545,837457,743932,897294,846856,451358,730844,879576,785517,770590,252706,876266,823135,697916,752238,745164,869861,56705,56704,884522,871873,857442,802364,458622,817705,70267,903165,860116,793863,886259,552576,840324,833986,822550,855712,70786,793816,776905,873516,838638,787378,661899,808995,774001,788955,785330,847753,506865,506864,845689,825344,821477,902179,869944,822281,873526,833277,48672,829877,568593,751981,822505,47487,479459,793352,855699,751101,860921,804963,841932,860150,860149,809430,901921,803896,806159,890188,810680,766601,774376,859077,67884,833248,844080,810039,836041,522421,871168,847360,859212,829196,866899,805492,871033,885661,523799,797436,579187,414123,829491,475554,858527,400355,878538,900139,851475,653269,859131,857443,895092,798356,706654,835141,757712,847411,574961,780510,832418,846623,574985,574987,817968,877093,375581,838741,840989,892722,901844,843125,838883,766617,818037,793447,55816,765792,808253,889242,838786,761844,847747,843360,845359,858529,896237,864019,898068,837441,808936,799007,773302,753114,838468,715050,574988,826210,779615,841097,43645,818275,575000,694367,765525,863914,765017,817983,779137,802773,714220,838474,865501,865502,71999,841981,831493,882272,883283,817995,757605,800673,800535,834234,819499,771924,820121,756316,800661,829962,774857,862966,771934,605344,712629,60380,858528,838467,846822,795210,820217,901653,678874,825164,676759,830762,860125,794804,894844,842976,758731,64484,64483,63414,715047,799367,759853,887423,403290,627941,790211,732381,763546,863058,880203,574986,835261,834217,818148,676664,806285,691969,526750,674064,737421,691573,859232,804355,609860,800683,715401,812800,811516,492122,587838,587837,403068,652411,66123,66124"
561788,"72215,72216,794244,252693,39488,39487,71577,52468,800665,651542,71720,764622,815204,73289,52727,813865,828762,818826,369895,369894,544270,828726,900151,908865,658390,559440,889352,39812,869732,611705,904752,892404,578384,68786,68785,799953,899354,559451,744206,792798,416378,57624,895093,887424,884031,855703,903521,908244,889421,24058,73618,30334,49327,30923,651541,884527,851487,30299,792815,888808,30301,30300,824037,792816,877344,863109,831715,857043,892656,595358,701032,577455,696816,894458,869875,268204,901407,840721,815757,711559,534081,800108,70266,623128,887463,843274,708233,458396,887479,755195,800682,737072,889265,821308,56704,56705,861741,749743,808494,614994,888550,873633,907147,792927,855701,749137,34833,30303,754277,66432,582563,512158,909455,802600,596782,562614,805041,792941,821722,396452,395109,855683,547999,462657,908332,873608,806242,756720,30302,43098,728041,873869,876266,67884,69878,841289,908364,908363,860116,34827,34820,34826,34825,909547,791229,792853,887351,752235,792809,864030,792811,792810,895091,795324,896094,866893,629881,899332,58087,899351,841098,73662,909349,773092,847727,887405,41795,884014,870861,57979,833986,866803,743413,871873,879576,792851,897320,824030,47487,857472,751101,890188,840633,803896,770590,897294,252706,836961,906529,810680,866899,847360,809434,751179,755545,745474,744093,766601,730844,823135,903165,859077,873516,793863,859341,838736,793333,886259,579187,860149,860150,884522,875835,773375,793816,857442,840324,838638,758731,802364,808995,776905,859131,61810,876216,876237,810000,822550,833277,889242,825344,841369,774001,837457,829877,804963,864019,766617,846856,847753,851475,73266,896237,822281,788955,743932,837441,841932,697916,859212,829491,462728,787378,902179,869861,774376,653746,785330,70786,898070,847411,895300,38204,871168,809430,817968,845689,836041,844080,826210,817983,414123,833248,832418,901921,892727,810039,827140,522421,574961,835141,44047,895092,829196,479459,375581,523799,757712,475554,70267,805492,900139,706654,806159,885661,858527,857443,742664,797436,574985,574987,855699,785517,846623,793352,62334,822505,765792,755390,793447,877093,68254,845359,820217,799007,869944,878538,843360,575000,838741,818037,838883,574988,838786,892722,901844,843125,808936,753114,838468,715050,761844,752238,773302,862966,765017,676759,858529,779615,901653,841097,694367,779137,794804,882272,71999,757605,898068,883283,732381,808253,818148,831493,842976,847747,43645,846822,841981,751981,802773,838474,714220,765525,818275,817995,820121,829962,863914,860921,800661,817705,799367,771934,756316,865502,865501,871033,834234,800673,800535,771924,819499,838467,506865,506864,858528,825164,860125,712629,605344,795210,715047,855712,894844,774857,830762,790211,747125,661899,745164,745155,759853,763546,451358,821477,568593,653269,840989,678874,552576,873526,880203,60380,48672,458622,863058,835261,627941,780510,400355,64484,64483,63414,55816,798356,403290,887423,834217,676664,574986,691969,737421,674064,526750,691573,859232,715401,587838,587837,652411,811516,806285,804355,609860,800683,812800,403068,492122,66123,66124"
804963,"833277,829877,808995,776905,785330,841932,774001,871168,825344,833248,859212,844080,858527,838638,809430,829196,770590,414123,873516,706654,851475,475554,836041,788955,886259,757712,879576,774376,895092,901921,793863,805492,523799,845359,871873,885661,878538,797436,889242,877093,252706,857443,793447,832418,755545,810000,806159,744093,751179,857442,810039,823135,835141,896237,846623,745474,522421,901844,884522,829491,793333,900139,843125,809434,765792,579187,859131,882272,793816,761844,838883,817983,892722,897294,843360,858529,817968,903165,375581,860150,860149,838741,808253,822281,574961,876266,799007,766601,838736,847360,574985,820217,818037,866899,898068,694367,890188,836961,841097,743413,574987,715050,865502,865501,840324,751101,838468,863914,753114,831493,70267,47487,838786,756316,847411,43645,799367,817995,765017,779615,860116,808936,61810,773302,765525,864019,575000,840989,779137,574988,841981,714220,757605,71999,826210,802773,818275,838474,820121,837441,800535,834234,859077,819499,771924,889265,70786,800661,883283,902179,802364,887479,800673,847753,512158,862966,715047,858528,479459,676759,774857,846822,838467,822550,730844,43098,578384,795210,766617,829962,605344,712629,771934,728041,759853,841289,810680,751981,831715,732381,795324,896094,825164,755195,708233,842976,758731,899332,623128,887405,790211,847727,627941,73662,851487,904752,884014,803896,901653,860921,892656,860125,30301,884031,30299,857043,30334,34820,30302,894844,651541,843274,41795,794804,830762,869875,34833,30303,696816,30300,701032,763546,908332,897320,268204,901407,534081,68786,68785,791229,864030,880203,742664,903521,895093,824037,792816,792815,899354,582563,34825,34827,34826,752238,752235,805041,908364,908363,595358,857472,863109,792853,58087,900151,793352,863058,835261,855683,651542,773092,611705,870861,841098,773375,827140,908865,815204,908244,369894,369895,889352,30923,895091,792811,52727,764622,24058,821308,907147,866803,892727,859232,792809,792810,71720,691969,834217,877344,749137,749743,800108,52468,899351,875835,818148,840721,39487,39488,869732,855699,887424,818826,73618,800665,799953,792798,676664,49327,744206,894458,737072,658390,574986,71577,884527,841369,887463,861741,824030,458396,792851,754277,887351,840633,909547,876216,743932,888808,56705,56704,756720,526750,855703,889421,813865,873869,544270,252693,73289,697916,674064,559440,69878,72216,72215,859341,794244,66432,802600,828762,873633,821722,416378,828726,70266,577455,837457,876237,691573,906529,562614,755390,629881,909349,847747,55816,873608,822505,817705,559451,73266,846856,833986,909455,787378,806242,808494,715401,800683,62334,596782,785517,711559,845689,800682,547999,869861,812800,888550,792941,57979,855712,609860,792927,804355,68254,38204,898070,653746,67884,462728,396452,395109,678874,48672,873526,403068,492122,561788,871033,57624,462657,506864,506865,821477,815757,60380,798356,745164,400355,552576,63414,451358,895300,869944,653269,887423,403290,458622,780510,892404,39812,568593,855701,745155,661899,866893,614994,747125,811516,806285,652411,64483,64484,737421,66123,66124,587838,587837,44047"
843360,"857443,895092,877093,523799,805492,900139,844080,757712,885661,818037,833248,829196,797436,841097,793447,715050,858527,882272,838468,753114,806159,846623,522421,901844,761844,765792,832418,809430,843125,43645,871168,898068,574961,817995,838883,892722,838741,799007,808253,901921,835141,845359,574985,765525,694367,858529,878538,714220,574987,375581,799367,71999,706654,818275,802773,820121,838474,414123,475554,70267,836041,865502,865501,863914,831493,756316,808936,779615,851475,838467,773302,765017,751981,676759,785330,800661,757605,779137,800535,795210,834234,838786,771924,819499,883283,774857,841981,825344,800673,862966,817983,820217,859212,732381,715047,841932,575000,574988,858528,846822,479459,833277,829962,774376,759853,771934,712629,605344,763546,894844,896237,842976,790211,825164,826210,795324,829877,804963,830762,817968,810039,901653,847727,627941,808995,860921,884014,794804,43098,896094,774001,880203,841289,870861,823135,860125,773092,728041,776905,840989,866803,887405,899332,841098,73662,863058,835261,30303,791229,34820,857472,864030,41795,70786,30302,818148,773375,34833,895091,676664,876216,58087,909547,829491,840633,875835,756720,526750,908364,908363,834217,574986,34825,34827,34826,792810,792809,793863,871873,821308,792853,792811,810000,855683,792851,824030,887351,770590,582563,691969,879576,869875,899351,512158,889242,859341,901407,802600,743932,908332,873869,754277,805041,847411,876237,873516,691573,822281,906529,744093,752238,697916,838638,752235,886259,887479,793333,755545,73266,909349,751179,846856,841369,252706,55816,788955,837457,907147,611705,737072,821722,745474,806242,857442,889265,749137,416378,715401,787378,833986,579187,749743,859232,743413,809434,629881,884522,902179,66432,828762,812800,897294,873633,831715,859131,828726,755195,793816,708233,836961,861741,623128,578384,843274,864019,815204,742664,845689,838736,904752,847753,674064,52727,857043,876266,562614,30334,751101,30301,903165,30299,534081,884031,458396,69878,851487,860149,860150,847360,837441,651541,696816,818826,895093,68785,68786,866899,30300,840721,701032,892656,268204,57979,800108,903521,808494,766601,890188,873608,824037,815757,609860,792816,792815,792798,799953,899354,887463,863109,900151,766617,596782,804355,860116,47487,38204,894458,56704,56705,678874,909455,827140,855703,764622,595358,889352,651542,908244,369894,369895,840324,800682,24058,71720,30923,822550,877344,892727,711559,873526,48672,49327,892404,887424,39812,800665,70266,73618,908865,403068,744206,888550,52468,869732,492122,792941,39487,39488,577455,884527,61810,658390,855712,871033,730844,888808,547999,793352,71577,73289,813865,889421,821477,758731,792927,544270,561788,506865,506864,800683,252693,559451,855701,794244,559440,869861,653746,462657,859077,798356,60380,400355,395109,396452,745164,63414,802364,552576,72216,72215,866893,451358,810680,614994,898070,458622,780510,887423,653269,869944,403290,897320,803896,568593,57624,895300,817705,745155,661899,847747,822505,62334,747125,785517,855699,68254,755390,811516,462728,67884,806285,652411,64484,64483,737421,66124,66123,587838,587837,44047"
817968,"774376,823135,774001,817983,841932,825344,833277,808995,776905,829877,859212,785330,809430,871168,871873,851475,523799,793863,844080,845359,806159,901921,833248,804963,770590,879576,810000,817995,843360,885661,522421,829196,896237,797436,858527,805492,857443,895092,793333,757712,744093,818037,788955,755545,878538,751179,846623,882272,898068,886259,902179,715050,877093,252706,745474,838468,761844,753114,900139,836041,841097,901844,832418,857442,793447,838638,808253,43645,820217,743413,843125,475554,809434,414123,765792,706654,873516,765525,835141,838741,71999,838883,479459,884522,752238,799367,892722,714220,799007,840989,574961,694367,818275,802773,858529,838474,70267,836961,574985,820121,863914,865501,865502,897294,756316,889242,732381,774857,831493,574987,375581,808936,800661,757605,876266,773302,765017,800535,838467,829491,795210,779615,834234,771924,819499,715047,751981,676759,793816,889265,810039,779137,579187,800673,883283,841981,862966,838786,903165,838736,763546,759853,70786,790211,512158,822281,822550,30334,858528,846822,826210,30301,627941,605344,712629,904752,578384,574988,30299,884031,730844,859131,575000,829962,851487,651541,696816,30300,771934,831715,701032,268204,880203,842976,840721,843274,894844,825164,887463,755195,799953,792798,623128,830762,860116,534081,751101,864019,742664,766601,61810,847753,840324,901653,708233,900151,887479,860921,794804,841289,837441,835261,863109,860150,860149,863058,582563,847360,728041,860125,676664,866899,908244,595358,651542,43098,30923,24058,857043,71720,890188,877344,834217,658390,815204,901407,869732,52468,52727,869875,574986,39488,39487,795324,526750,73662,896094,691969,870861,895093,68786,68785,861741,892656,766617,800108,888808,847727,773092,903521,818826,47487,824037,889421,887405,818148,792816,792815,841369,884014,828726,899332,847411,794244,899354,828762,908332,866803,827140,749743,34827,34825,34826,855683,802364,41795,887351,909547,56705,56704,369895,369894,892727,889352,30302,69878,840633,857472,34833,897320,764622,792810,908364,908363,34820,792809,752235,611705,30303,876216,773375,791229,691573,895091,72215,72216,864030,792811,792853,49327,894458,73618,875835,908865,756720,887424,841098,70266,800665,744206,596782,884527,737072,907147,715401,899351,805041,55816,577455,58087,855703,792851,824030,859077,906529,821308,743932,803896,859232,749137,544270,73289,813865,71577,697916,561788,252693,559451,810680,873869,559440,458396,754277,812800,859341,792927,66432,876237,758731,547999,808494,787378,806242,873633,873608,802600,815757,73266,855701,898070,909349,846856,837457,629881,821722,395109,396452,562614,416378,674064,909455,614994,855699,800682,845689,833986,711559,793352,755390,888550,892404,792941,39812,57624,869861,817705,462657,57979,609860,62334,866893,492122,403068,38204,804355,653746,678874,895300,745164,552576,451358,800683,869944,458622,48672,568593,873526,506864,506865,661899,855712,871033,745155,821477,60380,400355,847747,798356,63414,822505,403290,780510,653269,887423,747125,785517,68254,811516,462728,67884,806285,652411,64483,64484,737421,66124,66123,587837,587838,44047"
